Run,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,Bytes,cell_line_id,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),incubated_with_4su_for,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2937125,RNA-Seq,52,1259372660,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280728,885137704,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439828,GSM1946066,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946066,4sU-seq of YRI individual NA18913_60min,SRP066450
SRR2937126,RNA-Seq,52,1279678348,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280729,882988264,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439829,GSM1946067,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946067,4sU-seq of YRI individual NA18913_60min,SRP066450
SRR2937127,RNA-Seq,52,1202917508,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280730,857497859,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439830,GSM1946068,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946068,4sU-seq of YRI individual NA18913_60min,SRP066450
SRR2937128,RNA-Seq,52,771998448,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280731,557533682,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439831,GSM1946069,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946069,4sU-seq of YRI individual NA18913_60min,SRP066450
SRR2937129,RNA-Seq,52,603274100,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280732,447097110,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439832,GSM1946070,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946070,4sU-seq of YRI individual NA18913_60min,SRP066450
SRR2937130,RNA-Seq,52,648940344,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280735,471953795,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439833,GSM1946071,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946071,4sU-seq of YRI individual NA18913_60min,SRP066450
SRR2937131,RNA-Seq,50,75300,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280736,70173,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439834,GSM1946072,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946072,4sU-seq of YRI individual NA19092_30min,SRP066450
SRR2937132,RNA-Seq,52,755357356,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280737,506729231,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439835,GSM1946073,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946073,4sU-seq of YRI individual NA19092_30min,SRP066450
SRR2937133,RNA-Seq,52,718007940,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280738,533640301,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439836,GSM1946074,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946074,4sU-seq of YRI individual NA19092_30min,SRP066450
SRR2937134,RNA-Seq,52,836150900,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280739,589451079,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439837,GSM1946075,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946075,4sU-seq of YRI individual NA19092_30min,SRP066450
SRR2937135,RNA-Seq,50,641500,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280740,342869,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439838,GSM1946076,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946076,4sU-seq of YRI individual NA19092_60min,SRP066450
SRR2937136,RNA-Seq,52,1192146696,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280741,796914024,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439839,GSM1946077,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946077,4sU-seq of YRI individual NA19092_60min,SRP066450
SRR2937137,RNA-Seq,52,1128814960,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280742,835561306,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439840,GSM1946078,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946078,4sU-seq of YRI individual NA19092_60min,SRP066450
SRR2937138,RNA-Seq,52,1318302336,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19092,PRJNA302818,SAMN04280743,925333856,NA19092,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439841,GSM1946079,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946079,4sU-seq of YRI individual NA19092_60min,SRP066450
SRR2937139,RNA-Seq,52,381983108,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19098,PRJNA302818,SAMN04280744,270313018,NA19098,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439842,GSM1946080,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946080,4sU-seq of YRI individual NA19098_30min,SRP066450
SRR2937140,RNA-Seq,52,148992220,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19098,PRJNA302818,SAMN04280745,112187718,NA19098,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439843,GSM1946081,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946081,4sU-seq of YRI individual NA19098_30min,SRP066450
SRR2937141,RNA-Seq,52,315202940,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19098,PRJNA302818,SAMN04280746,225367602,NA19098,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439844,GSM1946082,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946082,4sU-seq of YRI individual NA19098_30min,SRP066450
SRR2937142,RNA-Seq,52,846715688,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19098,PRJNA302818,SAMN04280747,598187089,NA19098,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439845,GSM1946083,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946083,4sU-seq of YRI individual NA19098_60min,SRP066450
SRR2937143,RNA-Seq,52,336449672,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19098,PRJNA302818,SAMN04280748,252937069,NA19098,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439846,GSM1946084,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946084,4sU-seq of YRI individual NA19098_60min,SRP066450
SRR2937144,RNA-Seq,52,700609520,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19098,PRJNA302818,SAMN04280749,500451802,NA19098,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439847,GSM1946085,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946085,4sU-seq of YRI individual NA19098_60min,SRP066450
SRR2937145,RNA-Seq,52,742768780,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280750,524285876,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439848,GSM1946086,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946086,4sU-seq of YRI individual NA19099_30min,SRP066450
SRR2937146,RNA-Seq,52,751384712,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280751,521323573,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439849,GSM1946087,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946087,4sU-seq of YRI individual NA19099_30min,SRP066450
SRR2937147,RNA-Seq,52,704383264,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280752,504452127,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439850,GSM1946088,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946088,4sU-seq of YRI individual NA19099_30min,SRP066450
SRR2937148,RNA-Seq,52,985701236,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280753,708066027,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439851,GSM1946089,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946089,4sU-seq of YRI individual NA19099_30min,SRP066450
SRR2937149,RNA-Seq,52,788866520,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280754,581825338,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439852,GSM1946090,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946090,4sU-seq of YRI individual NA19099_30min,SRP066450
SRR2937150,RNA-Seq,52,837908032,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280755,606373572,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439853,GSM1946091,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946091,4sU-seq of YRI individual NA19099_30min,SRP066450
SRR2937151,RNA-Seq,52,785950464,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280756,554739002,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439854,GSM1946092,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946092,4sU-seq of YRI individual NA19099_60min,SRP066450
SRR2937152,RNA-Seq,52,800746648,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280757,555411736,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439855,GSM1946093,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946093,4sU-seq of YRI individual NA19099_60min,SRP066450
SRR2937153,RNA-Seq,52,749953412,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280698,537192565,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439856,GSM1946094,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946094,4sU-seq of YRI individual NA19099_60min,SRP066450
SRR2937154,RNA-Seq,52,1301688544,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280699,934202441,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439857,GSM1946095,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946095,4sU-seq of YRI individual NA19099_60min,SRP066450
SRR2937155,RNA-Seq,52,1033091852,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280700,761317415,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439858,GSM1946096,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946096,4sU-seq of YRI individual NA19099_60min,SRP066450
SRR2937156,RNA-Seq,52,1098689800,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19099,PRJNA302818,SAMN04280701,794331449,NA19099,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439859,GSM1946097,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946097,4sU-seq of YRI individual NA19099_60min,SRP066450
SRR2937157,RNA-Seq,50,358363350,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19101,PRJNA302818,SAMN04280702,162730183,NA19101,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439860,GSM1946098,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946098,4sU-seq of YRI individual NA19101_30min,SRP066450
SRR2937158,RNA-Seq,50,418871150,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19101,PRJNA302818,SAMN04280703,189326992,NA19101,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439861,GSM1946099,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946099,4sU-seq of YRI individual NA19101_60min,SRP066450
SRR2937159,RNA-Seq,50,564864700,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280704,249668614,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439862,GSM1946100,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946100,4sU-seq of YRI individual NA19102_30min,SRP066450
SRR2937160,RNA-Seq,52,540702032,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280705,382276852,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439863,GSM1946101,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946101,4sU-seq of YRI individual NA19102_30min,SRP066450
SRR2937161,RNA-Seq,52,522828904,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280706,373684509,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439864,GSM1946102,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946102,4sU-seq of YRI individual NA19102_30min,SRP066450
SRR2937162,RNA-Seq,52,520182780,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280707,367494478,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439865,GSM1946103,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946103,4sU-seq of YRI individual NA19102_30min,SRP066450
SRR2937163,RNA-Seq,50,544439700,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280708,239634402,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439866,GSM1946104,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946104,4sU-seq of YRI individual NA19102_60min,SRP066450
SRR2937164,RNA-Seq,52,605843628,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280709,429380761,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439867,GSM1946105,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946105,4sU-seq of YRI individual NA19102_60min,SRP066450
SRR2937165,RNA-Seq,52,589264780,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280710,422268119,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439868,GSM1946106,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946106,4sU-seq of YRI individual NA19102_60min,SRP066450
SRR2937166,RNA-Seq,52,586417936,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19102,PRJNA302818,SAMN04280711,415335681,NA19102,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439869,GSM1946107,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946107,4sU-seq of YRI individual NA19102_60min,SRP066450
SRR2937167,RNA-Seq,50,597729400,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280712,259397155,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439870,GSM1946108,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946108,4sU-seq of YRI individual NA19108_30min,SRP066450
SRR2937168,RNA-Seq,52,1015369940,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280713,720148086,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439871,GSM1946109,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946109,4sU-seq of YRI individual NA19108_30min,SRP066450
SRR2937169,RNA-Seq,52,403028340,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280714,304306722,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439872,GSM1946110,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946110,4sU-seq of YRI individual NA19108_30min,SRP066450
SRR2937170,RNA-Seq,52,841348092,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280715,603699179,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439873,GSM1946111,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946111,4sU-seq of YRI individual NA19108_30min,SRP066450
SRR2937171,RNA-Seq,50,331950400,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280716,144415965,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439874,GSM1946112,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946112,4sU-seq of YRI individual NA19108_60min,SRP066450
SRR2937172,RNA-Seq,52,902803668,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280717,632324065,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439875,GSM1946113,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946113,4sU-seq of YRI individual NA19108_60min,SRP066450
SRR2937173,RNA-Seq,52,364514748,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280718,272006086,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439876,GSM1946114,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946114,4sU-seq of YRI individual NA19108_60min,SRP066450
SRR2937174,RNA-Seq,52,755341288,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19108,PRJNA302818,SAMN04280719,534376731,NA19108,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439877,GSM1946115,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946115,4sU-seq of YRI individual NA19108_60min,SRP066450
SRR2937175,RNA-Seq,52,934648676,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA19116,PRJNA302818,SAMN04280720,667144473,NA19116,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439878,GSM1946116,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946116,4sU-seq of YRI individual NA19116_30min,SRP066450
