study_accession	sample_accession	run_accession	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	experiment_alias	fastq_ftp	fastq_aspera	sample_alias	sample_title
PRJNA302818	SAMN04280710	SRR2937165			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946106	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937165/SRR2937165.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937165/SRR2937165.fastq.gz	GSM1946106	4sU-seq of YRI individual (NA19102) [19102-60-2_C30NNACXX-7-06]
PRJNA302818	SAMN04280711	SRR2937166			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946107	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937166/SRR2937166.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937166/SRR2937166.fastq.gz	GSM1946107	4sU-seq of YRI individual (NA19102) [19102-60-2_C311JACXX-7-06]
PRJNA302818	SAMN04280712	SRR2937167			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937167/SRR2937167.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937167/SRR2937167.fastq.gz	GSM1946108	4sU-seq of YRI individual (NA19108) [19108-30-1_D2775ACXX-5-01]
PRJNA302818	SAMN04280713	SRR2937168			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937168/SRR2937168.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937168/SRR2937168.fastq.gz	GSM1946109	4sU-seq of YRI individual (NA19108) [19108-30-2_C30BHACXX-2-22]
PRJNA302818	SAMN04280714	SRR2937169			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946110	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937169/SRR2937169.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937169/SRR2937169.fastq.gz	GSM1946110	4sU-seq of YRI individual (NA19108) [19108-30-2_C30NNACXX-2-22]
PRJNA302818	SAMN04280715	SRR2937170			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946111	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937170/SRR2937170.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937170/SRR2937170.fastq.gz	GSM1946111	4sU-seq of YRI individual (NA19108) [19108-30-2_C311JACXX-2-22]
PRJNA302818	SAMN04280716	SRR2937171			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937171/SRR2937171.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937171/SRR2937171.fastq.gz	GSM1946112	4sU-seq of YRI individual (NA19108) [19108-60-1_D2775ACXX-5-02]
PRJNA302818	SAMN04280717	SRR2937172			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937172/SRR2937172.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937172/SRR2937172.fastq.gz	GSM1946113	4sU-seq of YRI individual (NA19108) [19108-60-2_C30BHACXX-2-23]
PRJNA302818	SAMN04280718	SRR2937173			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946114	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937173/SRR2937173.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937173/SRR2937173.fastq.gz	GSM1946114	4sU-seq of YRI individual (NA19108) [19108-60-2_C30NNACXX-2-23]
PRJNA302818	SAMN04280719	SRR2937174			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937174/SRR2937174.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937174/SRR2937174.fastq.gz	GSM1946115	4sU-seq of YRI individual (NA19108) [19108-60-2_C311JACXX-2-23]
PRJNA302818	SAMN04280720	SRR2937175			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937175/SRR2937175.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937175/SRR2937175.fastq.gz	GSM1946116	4sU-seq of YRI individual (NA19116) [19116-30-1_C30BHACXX-1-09]
PRJNA302818	SAMN04280721	SRR2937176			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946117	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937176/SRR2937176.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937176/SRR2937176.fastq.gz	GSM1946117	4sU-seq of YRI individual (NA19116) [19116-30-1_C30NNACXX-1-09]
PRJNA302818	SAMN04280722	SRR2937177			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937177/SRR2937177.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937177/SRR2937177.fastq.gz	GSM1946118	4sU-seq of YRI individual (NA19116) [19116-30-1_C311JACXX-1-09]
PRJNA302818	SAMN04280723	SRR2937178			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937178/SRR2937178.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937178/SRR2937178.fastq.gz	GSM1946119	4sU-seq of YRI individual (NA19116) [19116-30-2_C30BHACXX-2-18]
PRJNA302818	SAMN04280724	SRR2937179			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937179/SRR2937179.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937179/SRR2937179.fastq.gz	GSM1946120	4sU-seq of YRI individual (NA19116) [19116-30-2_C30NNACXX-2-18]
PRJNA302818	SAMN04280725	SRR2937180			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937180/SRR2937180.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937180/SRR2937180.fastq.gz	GSM1946121	4sU-seq of YRI individual (NA19116) [19116-30-2_C311JACXX-2-18]
PRJNA302818	SAMN04280726	SRR2937181			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937181/SRR2937181.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937181/SRR2937181.fastq.gz	GSM1946122	4sU-seq of YRI individual (NA19116) [19116-60-1_C30BHACXX-1-10]
PRJNA302818	SAMN04280727	SRR2937182			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937182/SRR2937182.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937182/SRR2937182.fastq.gz	GSM1946123	4sU-seq of YRI individual (NA19116) [19116-60-1_C30NNACXX-1-10]
PRJNA302818	SAMN04280608	SRR2937183			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946124	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937183/SRR2937183.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937183/SRR2937183.fastq.gz	GSM1946124	4sU-seq of YRI individual (NA19116) [19116-60-1_C311JACXX-1-10]
PRJNA302818	SAMN04280609	SRR2937184			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937184/SRR2937184.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937184/SRR2937184.fastq.gz	GSM1946125	4sU-seq of YRI individual (NA19116) [19116-60-2_C30BHACXX-2-19]
PRJNA302818	SAMN04280610	SRR2937185			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946126	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937185/SRR2937185.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937185/SRR2937185.fastq.gz	GSM1946126	4sU-seq of YRI individual (NA19116) [19116-60-2_C30NNACXX-2-19]
PRJNA302818	SAMN04280611	SRR2937186			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937186/SRR2937186.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937186/SRR2937186.fastq.gz	GSM1946127	4sU-seq of YRI individual (NA19116) [19116-60-2_C311JACXX-2-19]
PRJNA302818	SAMN04280612	SRR2937187			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937187/SRR2937187.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937187/SRR2937187.fastq.gz	GSM1946128	4sU-seq of YRI individual (NA19119) [19119-30-1_C30BHACXX-3-07]
PRJNA302818	SAMN04280613	SRR2937188			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946129	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937188/SRR2937188.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937188/SRR2937188.fastq.gz	GSM1946129	4sU-seq of YRI individual (NA19119) [19119-30-1_C30NNACXX-3-07]
PRJNA302818	SAMN04280614	SRR2937189			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937189/SRR2937189.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937189/SRR2937189.fastq.gz	GSM1946130	4sU-seq of YRI individual (NA19119) [19119-30-1_C311JACXX-3-07]
PRJNA302818	SAMN04280615	SRR2937190			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937190/SRR2937190.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937190/SRR2937190.fastq.gz	GSM1946131	4sU-seq of YRI individual (NA19119) [19119-60-1_C30BHACXX-3-08]
PRJNA302818	SAMN04280616	SRR2937191			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937191/SRR2937191.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937191/SRR2937191.fastq.gz	GSM1946132	4sU-seq of YRI individual (NA19119) [19119-60-1_C30NNACXX-3-08]
PRJNA302818	SAMN04280617	SRR2937192			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946133	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937192/SRR2937192.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937192/SRR2937192.fastq.gz	GSM1946133	4sU-seq of YRI individual (NA19119) [19119-60-1_C311JACXX-3-08]
PRJNA302818	SAMN04280618	SRR2937193			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946134	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937193/SRR2937193.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937193/SRR2937193.fastq.gz	GSM1946134	4sU-seq of YRI individual (NA19127) [19127-30-1_D2775ACXX-8-22]
PRJNA302818	SAMN04280619	SRR2937194			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946135	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937194/SRR2937194.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937194/SRR2937194.fastq.gz	GSM1946135	4sU-seq of YRI individual (NA19127) [19127-60-1_D2775ACXX-8-23]
PRJNA302818	SAMN04280620	SRR2937195			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946136	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937195/SRR2937195.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937195/SRR2937195.fastq.gz	GSM1946136	4sU-seq of YRI individual (NA19128) [19128-30-2_C30BHACXX-8-18]
PRJNA302818	SAMN04280621	SRR2937196			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946137	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937196/SRR2937196.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937196/SRR2937196.fastq.gz	GSM1946137	4sU-seq of YRI individual (NA19128) [19128-30-2_C30NNACXX-8-18]
PRJNA302818	SAMN04280622	SRR2937197			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937197/SRR2937197.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937197/SRR2937197.fastq.gz	GSM1946138	4sU-seq of YRI individual (NA19128) [19128-30-2_C311JACXX-8-18]
PRJNA302818	SAMN04280623	SRR2937198			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937198/SRR2937198.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937198/SRR2937198.fastq.gz	GSM1946139	4sU-seq of YRI individual (NA19128) [19128-60-2_C30BHACXX-8-19]
PRJNA302818	SAMN04280624	SRR2937199			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946140	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937199/SRR2937199.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937199/SRR2937199.fastq.gz	GSM1946140	4sU-seq of YRI individual (NA19128) [19128-60-2_C30NNACXX-8-19]
PRJNA302818	SAMN04280625	SRR2937200			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946141	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937200/SRR2937200.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937200/SRR2937200.fastq.gz	GSM1946141	4sU-seq of YRI individual (NA19128) [19128-60-2_C311JACXX-8-19]
PRJNA302818	SAMN04280626	SRR2937201			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946142	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937201/SRR2937201.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937201/SRR2937201.fastq.gz	GSM1946142	4sU-seq of YRI individual (NA19130) [19130-30-1_D2775ACXX-1-05]
PRJNA302818	SAMN04280627	SRR2937202			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937202/SRR2937202.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937202/SRR2937202.fastq.gz	GSM1946143	4sU-seq of YRI individual (NA19130) [19130-60-1_D2775ACXX-1-06]
PRJNA302818	SAMN04280628	SRR2937203			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946144	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937203/SRR2937203.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937203/SRR2937203.fastq.gz	GSM1946144	4sU-seq of YRI individual (NA19131) [19131-30-2_C30BHACXX-8-20]
PRJNA302818	SAMN04280629	SRR2937204			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937204/SRR2937204.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937204/SRR2937204.fastq.gz	GSM1946145	4sU-seq of YRI individual (NA19131) [19131-30-2_C30NNACXX-8-20]
PRJNA302818	SAMN04280630	SRR2937205			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937205/SRR2937205.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937205/SRR2937205.fastq.gz	GSM1946146	4sU-seq of YRI individual (NA19131) [19131-30-2_C311JACXX-8-20]
PRJNA302818	SAMN04280631	SRR2937206			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937206/SRR2937206.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937206/SRR2937206.fastq.gz	GSM1946147	4sU-seq of YRI individual (NA19131) [19131-60-2_C30BHACXX-8-21]
PRJNA302818	SAMN04280632	SRR2937207			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937207/SRR2937207.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937207/SRR2937207.fastq.gz	GSM1946148	4sU-seq of YRI individual (NA19131) [19131-60-2_C30NNACXX-8-21]
PRJNA302818	SAMN04280633	SRR2937208			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937208/SRR2937208.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937208/SRR2937208.fastq.gz	GSM1946149	4sU-seq of YRI individual (NA19131) [19131-60-2_C311JACXX-8-21]
PRJNA302818	SAMN04280634	SRR2937209			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937209/SRR2937209.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937209/SRR2937209.fastq.gz	GSM1946150	4sU-seq of YRI individual (NA19137) [19137-30-1_C30BHACXX-3-01]
PRJNA302818	SAMN04280635	SRR2937210			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946151	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937210/SRR2937210.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937210/SRR2937210.fastq.gz	GSM1946151	4sU-seq of YRI individual (NA19137) [19137-30-1_C30NNACXX-3-01]
PRJNA302818	SAMN04280636	SRR2937211			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937211/SRR2937211.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937211/SRR2937211.fastq.gz	GSM1946152	4sU-seq of YRI individual (NA19137) [19137-30-1_C311JACXX-3-01]
PRJNA302818	SAMN04280637	SRR2937212			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937212/SRR2937212.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937212/SRR2937212.fastq.gz	GSM1946153	4sU-seq of YRI individual (NA19137) [19137-30-2_C30BHACXX-7-11]
PRJNA302818	SAMN04280638	SRR2937213			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937213/SRR2937213.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937213/SRR2937213.fastq.gz	GSM1946154	4sU-seq of YRI individual (NA19137) [19137-30-2_C30NNACXX-7-11]
PRJNA302818	SAMN04280639	SRR2937214			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937214/SRR2937214.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937214/SRR2937214.fastq.gz	GSM1946155	4sU-seq of YRI individual (NA19137) [19137-30-2_C311JACXX-7-11]
PRJNA302818	SAMN04280640	SRR2937215			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946156	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937215/SRR2937215.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937215/SRR2937215.fastq.gz	GSM1946156	4sU-seq of YRI individual (NA19137) [19137-60-1_C30BHACXX-3-02]
PRJNA302818	SAMN04280641	SRR2937216			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937216/SRR2937216.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937216/SRR2937216.fastq.gz	GSM1946157	4sU-seq of YRI individual (NA19137) [19137-60-1_C30NNACXX-3-02]
PRJNA302818	SAMN04280642	SRR2937217			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946158	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937217/SRR2937217.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937217/SRR2937217.fastq.gz	GSM1946158	4sU-seq of YRI individual (NA19137) [19137-60-1_C311JACXX-3-02]
PRJNA302818	SAMN04280643	SRR2937218			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946159	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937218/SRR2937218.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937218/SRR2937218.fastq.gz	GSM1946159	4sU-seq of YRI individual (NA19137) [19137-60-2_C30BHACXX-7-12]
PRJNA302818	SAMN04280644	SRR2937219			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946160	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937219/SRR2937219.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937219/SRR2937219.fastq.gz	GSM1946160	4sU-seq of YRI individual (NA19137) [19137-60-2_C30NNACXX-7-12]
PRJNA302818	SAMN04280645	SRR2937220			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937220/SRR2937220.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937220/SRR2937220.fastq.gz	GSM1946161	4sU-seq of YRI individual (NA19137) [19137-60-2_C311JACXX-7-12]
PRJNA302818	SAMN04280646	SRR2937221			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946162	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937221/SRR2937221.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937221/SRR2937221.fastq.gz	GSM1946162	4sU-seq of YRI individual (NA19138) [19138-30-1_D2775ACXX-3-05]
PRJNA302818	SAMN04280647	SRR2937222			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937222/SRR2937222.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937222/SRR2937222.fastq.gz	GSM1946163	4sU-seq of YRI individual (NA19138) [19138-30-2_D2775ACXX-6-20]
PRJNA302818	SAMN04280648	SRR2937223			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946164	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937223/SRR2937223.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937223/SRR2937223.fastq.gz	GSM1946164	4sU-seq of YRI individual (NA19138) [19138-60-1_D2775ACXX-3-06]
PRJNA302818	SAMN04280649	SRR2937224			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937224/SRR2937224.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937224/SRR2937224.fastq.gz	GSM1946165	4sU-seq of YRI individual (NA19138) [19138-60-2_D2775ACXX-6-21]
PRJNA302818	SAMN04280650	SRR2937225			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946166	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937225/SRR2937225.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937225/SRR2937225.fastq.gz	GSM1946166	4sU-seq of YRI individual (NA19140) [19140-30-1_D2775ACXX-8-13]
PRJNA302818	SAMN04280651	SRR2937226			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946167	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937226/SRR2937226.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937226/SRR2937226.fastq.gz	GSM1946167	4sU-seq of YRI individual (NA19140) [19140-30-2_C30BHACXX-4-15]
PRJNA302818	SAMN04280652	SRR2937227			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937227/SRR2937227.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937227/SRR2937227.fastq.gz	GSM1946168	4sU-seq of YRI individual (NA19140) [19140-30-2_C30NNACXX-4-15]
PRJNA302818	SAMN04280653	SRR2937228			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937228/SRR2937228.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937228/SRR2937228.fastq.gz	GSM1946169	4sU-seq of YRI individual (NA19140) [19140-60-1_D2775ACXX-8-14]
