#Columns I-K in this sheet references contents of cells in Human LCLs tab. tab separated values (tsv) organized like this is easier to parse with computer										
#ColumnsA-F are there to help me easily make the correct reference equations for columns I-K. Once you have a string for the desired cell equation, (minus the '=' sign, like in columns D-F) use search/replace to insert the '=' sign at the beginning of the string										
LineRowNumber	LineColumnNumber	LineColumnLetter	LineReferenceString	Notes1ReferenceString	Notes2ReferenceString	Box	Position	Line	Notes1	Notes2
332	8	H	Human LCLs'!H332	Human LCLs'!H333	Human LCLs'!H334	11	61	19145		
332	9	I	Human LCLs'!I332	Human LCLs'!I333	Human LCLs'!I334	11	62	19145		
332	10	J	Human LCLs'!J332	Human LCLs'!J333	Human LCLs'!J334	11	63			
335	2	B	Human LCLs'!B335	Human LCLs'!B336	Human LCLs'!B337	11	64	18500		
335	3	C	Human LCLs'!C335	Human LCLs'!C336	Human LCLs'!C337	11	65	18500		
335	4	D	Human LCLs'!D335	Human LCLs'!D336	Human LCLs'!D337	11	66	18500		
335	5	E	Human LCLs'!E335	Human LCLs'!E336	Human LCLs'!E337	11	67	18500		
335	6	F	Human LCLs'!F335	Human LCLs'!F336	Human LCLs'!F337	11	68	18500		
335	7	G	Human LCLs'!G335	Human LCLs'!G336	Human LCLs'!G337	11	69	18500		
335	8	H	Human LCLs'!H335	Human LCLs'!H336	Human LCLs'!H337	11	70	18500		
335	9	I	Human LCLs'!I335	Human LCLs'!I336	Human LCLs'!I337	11	71			
335	10	J	Human LCLs'!J335	Human LCLs'!J336	Human LCLs'!J337	11	72			
338	2	B	Human LCLs'!B338	Human LCLs'!B339	Human LCLs'!B340	11	73	19100		
338	3	C	Human LCLs'!C338	Human LCLs'!C339	Human LCLs'!C340	11	74	19100		
338	4	D	Human LCLs'!D338	Human LCLs'!D339	Human LCLs'!D340	11	75	19100		
338	5	E	Human LCLs'!E338	Human LCLs'!E339	Human LCLs'!E340	11	76	19100		
338	6	F	Human LCLs'!F338	Human LCLs'!F339	Human LCLs'!F340	11	77	19100		
338	7	G	Human LCLs'!G338	Human LCLs'!G339	Human LCLs'!G340	11	78	19100		
338	8	H	Human LCLs'!H338	Human LCLs'!H339	Human LCLs'!H340	11	79	19100		
338	9	I	Human LCLs'!I338	Human LCLs'!I339	Human LCLs'!I340	11	80	19100		
338	10	J	Human LCLs'!J338	Human LCLs'!J339	Human LCLs'!J340	11	81			
345	2	B	Human LCLs'!B345	Human LCLs'!B346	Human LCLs'!B347	12	1	18518		
345	3	C	Human LCLs'!C345	Human LCLs'!C346	Human LCLs'!C347	12	2	18518		
345	4	D	Human LCLs'!D345	Human LCLs'!D346	Human LCLs'!D347	12	3	18518		
345	5	E	Human LCLs'!E345	Human LCLs'!E346	Human LCLs'!E347	12	4	18518		
345	6	F	Human LCLs'!F345	Human LCLs'!F346	Human LCLs'!F347	12	5	18518		
345	7	G	Human LCLs'!G345	Human LCLs'!G346	Human LCLs'!G347	12	6	18518		
345	8	H	Human LCLs'!H345	Human LCLs'!H346	Human LCLs'!H347	12	7	18518		
345	9	I	Human LCLs'!I345	Human LCLs'!I346	Human LCLs'!I347	12	8	18518		
345	10	J	Human LCLs'!J345	Human LCLs'!J346	Human LCLs'!J347	12	9	19153		
348	2	B	Human LCLs'!B348	Human LCLs'!B349	Human LCLs'!B350	12	10	19132		
348	3	C	Human LCLs'!C348	Human LCLs'!C349	Human LCLs'!C350	12	11	19132		
348	4	D	Human LCLs'!D348	Human LCLs'!D349	Human LCLs'!D350	12	12	19132		
348	5	E	Human LCLs'!E348	Human LCLs'!E349	Human LCLs'!E350	12	13	19132		
348	6	F	Human LCLs'!F348	Human LCLs'!F349	Human LCLs'!F350	12	14	19132		
348	7	G	Human LCLs'!G348	Human LCLs'!G349	Human LCLs'!G350	12	15	19132		
348	8	H	Human LCLs'!H348	Human LCLs'!H349	Human LCLs'!H350	12	16	19132		
348	9	I	Human LCLs'!I348	Human LCLs'!I349	Human LCLs'!I350	12	17	19132		
348	10	J	Human LCLs'!J348	Human LCLs'!J349	Human LCLs'!J350	12	18	19132		
351	2	B	Human LCLs'!B351	Human LCLs'!B352	Human LCLs'!B353	12	19	19129		
351	3	C	Human LCLs'!C351	Human LCLs'!C352	Human LCLs'!C353	12	20	19129		
351	4	D	Human LCLs'!D351	Human LCLs'!D352	Human LCLs'!D353	12	21	19129		
351	5	E	Human LCLs'!E351	Human LCLs'!E352	Human LCLs'!E353	12	22	19129		
351	6	F	Human LCLs'!F351	Human LCLs'!F352	Human LCLs'!F353	12	23	19129		
351	7	G	Human LCLs'!G351	Human LCLs'!G352	Human LCLs'!G353	12	24	19129		
351	8	H	Human LCLs'!H351	Human LCLs'!H352	Human LCLs'!H353	12	25	19129		
351	9	I	Human LCLs'!I351	Human LCLs'!I352	Human LCLs'!I353	12	26	19129		
351	10	J	Human LCLs'!J351	Human LCLs'!J352	Human LCLs'!J353	12	27	19129		
354	2	B	Human LCLs'!B354	Human LCLs'!B355	Human LCLs'!B356	12	28	18521		
354	3	C	Human LCLs'!C354	Human LCLs'!C355	Human LCLs'!C356	12	29	18521		
354	4	D	Human LCLs'!D354	Human LCLs'!D355	Human LCLs'!D356	12	30	18521		
354	5	E	Human LCLs'!E354	Human LCLs'!E355	Human LCLs'!E356	12	31	18521		
354	6	F	Human LCLs'!F354	Human LCLs'!F355	Human LCLs'!F356	12	32	18521		
354	7	G	Human LCLs'!G354	Human LCLs'!G355	Human LCLs'!G356	12	33	18521		
354	8	H	Human LCLs'!H354	Human LCLs'!H355	Human LCLs'!H356	12	34	18521		
354	9	I	Human LCLs'!I354	Human LCLs'!I355	Human LCLs'!I356	12	35	18521		
354	10	J	Human LCLs'!J354	Human LCLs'!J355	Human LCLs'!J356	12	36	18521		
357	2	B	Human LCLs'!B357	Human LCLs'!B358	Human LCLs'!B359	12	37	18515		
357	3	C	Human LCLs'!C357	Human LCLs'!C358	Human LCLs'!C359	12	38	18515		
357	4	D	Human LCLs'!D357	Human LCLs'!D358	Human LCLs'!D359	12	39	18515		
357	5	E	Human LCLs'!E357	Human LCLs'!E358	Human LCLs'!E359	12	40	18515		
357	6	F	Human LCLs'!F357	Human LCLs'!F358	Human LCLs'!F359	12	41	18515		
357	7	G	Human LCLs'!G357	Human LCLs'!G358	Human LCLs'!G359	12	42	18515		
357	8	H	Human LCLs'!H357	Human LCLs'!H358	Human LCLs'!H359	12	43	18515		
357	9	I	Human LCLs'!I357	Human LCLs'!I358	Human LCLs'!I359	12	44	18489		
357	10	J	Human LCLs'!J357	Human LCLs'!J358	Human LCLs'!J359	12	45	18489		
360	2	B	Human LCLs'!B360	Human LCLs'!B361	Human LCLs'!B362	12	46	19194		
360	3	C	Human LCLs'!C360	Human LCLs'!C361	Human LCLs'!C362	12	47	19194		
360	4	D	Human LCLs'!D360	Human LCLs'!D361	Human LCLs'!D362	12	48	19194		
360	5	E	Human LCLs'!E360	Human LCLs'!E361	Human LCLs'!E362	12	49	19194		
360	6	F	Human LCLs'!F360	Human LCLs'!F361	Human LCLs'!F362	12	50	19194		
360	7	G	Human LCLs'!G360	Human LCLs'!G361	Human LCLs'!G362	12	51	19194		
360	8	H	Human LCLs'!H360	Human LCLs'!H361	Human LCLs'!H362	12	52	19194		
360	9	I	Human LCLs'!I360	Human LCLs'!I361	Human LCLs'!I362	12	53	19194		
360	10	J	Human LCLs'!J360	Human LCLs'!J361	Human LCLs'!J362	12	54	19194		
363	2	B	Human LCLs'!B363	Human LCLs'!B364	Human LCLs'!B365	12	55	19131		
363	3	C	Human LCLs'!C363	Human LCLs'!C364	Human LCLs'!C365	12	56	19131		
363	4	D	Human LCLs'!D363	Human LCLs'!D364	Human LCLs'!D365	12	57	19131		
363	5	E	Human LCLs'!E363	Human LCLs'!E364	Human LCLs'!E365	12	58	19131		
363	6	F	Human LCLs'!F363	Human LCLs'!F364	Human LCLs'!F365	12	59	19119		
363	7	G	Human LCLs'!G363	Human LCLs'!G364	Human LCLs'!G365	12	60	19119		
363	8	H	Human LCLs'!H363	Human LCLs'!H364	Human LCLs'!H365	12	61	19119		
363	9	I	Human LCLs'!I363	Human LCLs'!I364	Human LCLs'!I365	12	62	19119		
363	10	J	Human LCLs'!J363	Human LCLs'!J364	Human LCLs'!J365	12	63	19119		
366	2	B	Human LCLs'!B366	Human LCLs'!B367	Human LCLs'!B368	12	64	18519		
366	3	C	Human LCLs'!C366	Human LCLs'!C367	Human LCLs'!C368	12	65	18519		
366	4	D	Human LCLs'!D366	Human LCLs'!D367	Human LCLs'!D368	12	66	18519		
366	5	E	Human LCLs'!E366	Human LCLs'!E367	Human LCLs'!E368	12	67	18519		
366	6	F	Human LCLs'!F366	Human LCLs'!F367	Human LCLs'!F368	12	68	19101		
366	7	G	Human LCLs'!G366	Human LCLs'!G367	Human LCLs'!G368	12	69	19101		
366	8	H	Human LCLs'!H366	Human LCLs'!H367	Human LCLs'!H368	12	70	19101		
366	9	I	Human LCLs'!I366	Human LCLs'!I367	Human LCLs'!I368	12	71			
366	10	J	Human LCLs'!J366	Human LCLs'!J367	Human LCLs'!J368	12	72			
369	2	B	Human LCLs'!B369	Human LCLs'!B370	Human LCLs'!B371	12	73	19190		
369	3	C	Human LCLs'!C369	Human LCLs'!C370	Human LCLs'!C371	12	74	19190		
369	4	D	Human LCLs'!D369	Human LCLs'!D370	Human LCLs'!D371	12	75	19190		
369	5	E	Human LCLs'!E369	Human LCLs'!E370	Human LCLs'!E371	12	76	19190		
369	6	F	Human LCLs'!F369	Human LCLs'!F370	Human LCLs'!F371	12	77	19143		
369	7	G	Human LCLs'!G369	Human LCLs'!G370	Human LCLs'!G371	12	78	19143		
369	8	H	Human LCLs'!H369	Human LCLs'!H370	Human LCLs'!H371	12	79	19143		
369	9	I	Human LCLs'!I369	Human LCLs'!I370	Human LCLs'!I371	12	80	19143		
369	10	J	Human LCLs'!J369	Human LCLs'!J370	Human LCLs'!J371	12	81			
376	2	B	Human LCLs'!B376	Human LCLs'!B377	Human LCLs'!B378	13	1	18860		
376	3	C	Human LCLs'!C376	Human LCLs'!C377	Human LCLs'!C378	13	2	18860		
376	4	D	Human LCLs'!D376	Human LCLs'!D377	Human LCLs'!D378	13	3	18860		
376	5	E	Human LCLs'!E376	Human LCLs'!E377	Human LCLs'!E378	13	4	18860		
376	6	F	Human LCLs'!F376	Human LCLs'!F377	Human LCLs'!F378	13	5	18860		
376	7	G	Human LCLs'!G376	Human LCLs'!G377	Human LCLs'!G378	13	6	18860		
376	8	H	Human LCLs'!H376	Human LCLs'!H377	Human LCLs'!H378	13	7	18860		
376	9	I	Human LCLs'!I376	Human LCLs'!I377	Human LCLs'!I378	13	8	18860		
376	10	J	Human LCLs'!J376	Human LCLs'!J377	Human LCLs'!J378	13	9	18860		
379	2	B	Human LCLs'!B379	Human LCLs'!B380	Human LCLs'!B381	13	10	18857		
379	3	C	Human LCLs'!C379	Human LCLs'!C380	Human LCLs'!C381	13	11	18857		
379	4	D	Human LCLs'!D379	Human LCLs'!D380	Human LCLs'!D381	13	12	18857		
379	5	E	Human LCLs'!E379	Human LCLs'!E380	Human LCLs'!E381	13	13	18857		
379	6	F	Human LCLs'!F379	Human LCLs'!F380	Human LCLs'!F381	13	14	18857		
379	7	G	Human LCLs'!G379	Human LCLs'!G380	Human LCLs'!G381	13	15	18857		
379	8	H	Human LCLs'!H379	Human LCLs'!H380	Human LCLs'!H381	13	16	18857		
379	9	I	Human LCLs'!I379	Human LCLs'!I380	Human LCLs'!I381	13	17	18857		
379	10	J	Human LCLs'!J379	Human LCLs'!J380	Human LCLs'!J381	13	18	18857		
382	2	B	Human LCLs'!B382	Human LCLs'!B383	Human LCLs'!B384	13	19	18863		
382	3	C	Human LCLs'!C382	Human LCLs'!C383	Human LCLs'!C384	13	20	18863		
382	4	D	Human LCLs'!D382	Human LCLs'!D383	Human LCLs'!D384	13	21	18863		
382	5	E	Human LCLs'!E382	Human LCLs'!E383	Human LCLs'!E384	13	22	18863		
382	6	F	Human LCLs'!F382	Human LCLs'!F383	Human LCLs'!F384	13	23	18863		
382	7	G	Human LCLs'!G382	Human LCLs'!G383	Human LCLs'!G384	13	24	18863		
382	8	H	Human LCLs'!H382	Human LCLs'!H383	Human LCLs'!H384	13	25	18863		
382	9	I	Human LCLs'!I382	Human LCLs'!I383	Human LCLs'!I384	13	26	18863		
382	10	J	Human LCLs'!J382	Human LCLs'!J383	Human LCLs'!J384	13	27	18863		
385	2	B	Human LCLs'!B385	Human LCLs'!B386	Human LCLs'!B387	13	28	19173		
385	3	C	Human LCLs'!C385	Human LCLs'!C386	Human LCLs'!C387	13	29	19173		
385	4	D	Human LCLs'!D385	Human LCLs'!D386	Human LCLs'!D387	13	30	19173		
385	5	E	Human LCLs'!E385	Human LCLs'!E386	Human LCLs'!E387	13	31	19173		
385	6	F	Human LCLs'!F385	Human LCLs'!F386	Human LCLs'!F387	13	32	19173		
385	7	G	Human LCLs'!G385	Human LCLs'!G386	Human LCLs'!G387	13	33	19173		
385	8	H	Human LCLs'!H385	Human LCLs'!H386	Human LCLs'!H387	13	34	19173		
385	9	I	Human LCLs'!I385	Human LCLs'!I386	Human LCLs'!I387	13	35	19173		
385	10	J	Human LCLs'!J385	Human LCLs'!J386	Human LCLs'!J387	13	36	19173		
388	2	B	Human LCLs'!B388	Human LCLs'!B389	Human LCLs'!B390	13	37	19221		
388	3	C	Human LCLs'!C388	Human LCLs'!C389	Human LCLs'!C390	13	38	19221		
388	4	D	Human LCLs'!D388	Human LCLs'!D389	Human LCLs'!D390	13	39	19221		
388	5	E	Human LCLs'!E388	Human LCLs'!E389	Human LCLs'!E390	13	40	19221		
388	6	F	Human LCLs'!F388	Human LCLs'!F389	Human LCLs'!F390	13	41	19221		
388	7	G	Human LCLs'!G388	Human LCLs'!G389	Human LCLs'!G390	13	42	19221		
388	8	H	Human LCLs'!H388	Human LCLs'!H389	Human LCLs'!H390	13	43	19221		
388	9	I	Human LCLs'!I388	Human LCLs'!I389	Human LCLs'!I390	13	44	19221		
388	10	J	Human LCLs'!J388	Human LCLs'!J389	Human LCLs'!J390	13	45	19221		
391	2	B	Human LCLs'!B391	Human LCLs'!B392	Human LCLs'!B393	13	46	18914		
391	3	C	Human LCLs'!C391	Human LCLs'!C392	Human LCLs'!C393	13	47	18914		
391	4	D	Human LCLs'!D391	Human LCLs'!D392	Human LCLs'!D393	13	48	18914		
391	5	E	Human LCLs'!E391	Human LCLs'!E392	Human LCLs'!E393	13	49	18914		
391	6	F	Human LCLs'!F391	Human LCLs'!F392	Human LCLs'!F393	13	50	18914		
391	7	G	Human LCLs'!G391	Human LCLs'!G392	Human LCLs'!G393	13	51	18914		
391	8	H	Human LCLs'!H391	Human LCLs'!H392	Human LCLs'!H393	13	52	18914		
391	9	I	Human LCLs'!I391	Human LCLs'!I392	Human LCLs'!I393	13	53	18914		
391	10	J	Human LCLs'!J391	Human LCLs'!J392	Human LCLs'!J393	13	54	18914		
394	2	B	Human LCLs'!B394	Human LCLs'!B395	Human LCLs'!B396	13	55	19205		
394	3	C	Human LCLs'!C394	Human LCLs'!C395	Human LCLs'!C396	13	56	19205		
394	4	D	Human LCLs'!D394	Human LCLs'!D395	Human LCLs'!D396	13	57	19205		
394	5	E	Human LCLs'!E394	Human LCLs'!E395	Human LCLs'!E396	13	58	19205		
394	6	F	Human LCLs'!F394	Human LCLs'!F395	Human LCLs'!F396	13	59	19205		
394	7	G	Human LCLs'!G394	Human LCLs'!G395	Human LCLs'!G396	13	60	19205		
394	8	H	Human LCLs'!H394	Human LCLs'!H395	Human LCLs'!H396	13	61	19205		
394	9	I	Human LCLs'!I394	Human LCLs'!I395	Human LCLs'!I396	13	62	19205		
394	10	J	Human LCLs'!J394	Human LCLs'!J395	Human LCLs'!J396	13	63	19205		
397	2	B	Human LCLs'!B397	Human LCLs'!B398	Human LCLs'!B399	13	64	18497		
397	3	C	Human LCLs'!C397	Human LCLs'!C398	Human LCLs'!C399	13	65	18497		
397	4	D	Human LCLs'!D397	Human LCLs'!D398	Human LCLs'!D399	13	66	18497		
397	5	E	Human LCLs'!E397	Human LCLs'!E398	Human LCLs'!E399	13	67	18497		
397	6	F	Human LCLs'!F397	Human LCLs'!F398	Human LCLs'!F399	13	68	18497		
397	7	G	Human LCLs'!G397	Human LCLs'!G398	Human LCLs'!G399	13	69	18497		
397	8	H	Human LCLs'!H397	Human LCLs'!H398	Human LCLs'!H399	13	70	18497		
397	9	I	Human LCLs'!I397	Human LCLs'!I398	Human LCLs'!I399	13	71			
397	10	J	Human LCLs'!J397	Human LCLs'!J398	Human LCLs'!J399	13	72			
400	2	B	Human LCLs'!B400	Human LCLs'!B401	Human LCLs'!B402	13	73	19161		
400	3	C	Human LCLs'!C400	Human LCLs'!C401	Human LCLs'!C402	13	74	19161		
400	4	D	Human LCLs'!D400	Human LCLs'!D401	Human LCLs'!D402	13	75	19161		
400	5	E	Human LCLs'!E400	Human LCLs'!E401	Human LCLs'!E402	13	76	19161		
400	6	F	Human LCLs'!F400	Human LCLs'!F401	Human LCLs'!F402	13	77	19161		
400	7	G	Human LCLs'!G400	Human LCLs'!G401	Human LCLs'!G402	13	78	19161		
400	8	H	Human LCLs'!H400	Human LCLs'!H401	Human LCLs'!H402	13	79	19161		
400	9	I	Human LCLs'!I400	Human LCLs'!I401	Human LCLs'!I402	13	80	19161		
400	10	J	Human LCLs'!J400	Human LCLs'!J401	Human LCLs'!J402	13	81	19161		
407	2	B	Human LCLs'!B407	Human LCLs'!B408	Human LCLs'!B409	14	1	111611		
407	3	C	Human LCLs'!C407	Human LCLs'!C408	Human LCLs'!C409	14	2	111611		
407	4	D	Human LCLs'!D407	Human LCLs'!D408	Human LCLs'!D409	14	3	111611		
407	5	E	Human LCLs'!E407	Human LCLs'!E408	Human LCLs'!E409	14	4	111611		
407	6	F	Human LCLs'!F407	Human LCLs'!F408	Human LCLs'!F409	14	5	111611		
407	7	G	Human LCLs'!G407	Human LCLs'!G408	Human LCLs'!G409	14	6	111611		
407	8	H	Human LCLs'!H407	Human LCLs'!H408	Human LCLs'!H409	14	7	111611		
407	9	I	Human LCLs'!I407	Human LCLs'!I408	Human LCLs'!I409	14	8	160881		
407	10	J	Human LCLs'!J407	Human LCLs'!J408	Human LCLs'!J409	14	9			
410	2	B	Human LCLs'!B410	Human LCLs'!B411	Human LCLs'!B412	14	10	160881		
410	3	C	Human LCLs'!C410	Human LCLs'!C411	Human LCLs'!C412	14	11	160881		
410	4	D	Human LCLs'!D410	Human LCLs'!D411	Human LCLs'!D412	14	12	160881		
410	5	E	Human LCLs'!E410	Human LCLs'!E411	Human LCLs'!E412	14	13	11171		
410	6	F	Human LCLs'!F410	Human LCLs'!F411	Human LCLs'!F412	14	14	11171		
410	7	G	Human LCLs'!G410	Human LCLs'!G411	Human LCLs'!G412	14	15	11171		
410	8	H	Human LCLs'!H410	Human LCLs'!H411	Human LCLs'!H412	14	16	11171		
410	9	I	Human LCLs'!I410	Human LCLs'!I411	Human LCLs'!I412	14	17	11171		
410	10	J	Human LCLs'!J410	Human LCLs'!J411	Human LCLs'!J412	14	18	11171		
413	2	B	Human LCLs'!B413	Human LCLs'!B414	Human LCLs'!B415	14	19	111781		
413	3	C	Human LCLs'!C413	Human LCLs'!C414	Human LCLs'!C415	14	20	111781		
413	4	D	Human LCLs'!D413	Human LCLs'!D414	Human LCLs'!D415	14	21	111781		
413	5	E	Human LCLs'!E413	Human LCLs'!E414	Human LCLs'!E415	14	22	111781		
413	6	F	Human LCLs'!F413	Human LCLs'!F414	Human LCLs'!F415	14	23	111781		
413	7	G	Human LCLs'!G413	Human LCLs'!G414	Human LCLs'!G415	14	24	111781		
413	8	H	Human LCLs'!H413	Human LCLs'!H414	Human LCLs'!H415	14	25	111781		
413	9	I	Human LCLs'!I413	Human LCLs'!I414	Human LCLs'!I415	14	26	111781		
413	10	J	Human LCLs'!J413	Human LCLs'!J414	Human LCLs'!J415	14	27	111781		
416	2	B	Human LCLs'!B416	Human LCLs'!B417	Human LCLs'!B418	14	28	111781		
416	3	C	Human LCLs'!C416	Human LCLs'!C417	Human LCLs'!C418	14	29	111781		
416	4	D	Human LCLs'!D416	Human LCLs'!D417	Human LCLs'!D418	14	30	111781		
416	5	E	Human LCLs'!E416	Human LCLs'!E417	Human LCLs'!E418	14	31	111781		
416	6	F	Human LCLs'!F416	Human LCLs'!F417	Human LCLs'!F418	14	32	111781		
416	7	G	Human LCLs'!G416	Human LCLs'!G417	Human LCLs'!G418	14	33	111781		
416	8	H	Human LCLs'!H416	Human LCLs'!H417	Human LCLs'!H418	14	34	111781		
416	9	I	Human LCLs'!I416	Human LCLs'!I417	Human LCLs'!I418	14	35	111781		
416	10	J	Human LCLs'!J416	Human LCLs'!J417	Human LCLs'!J418	14	36			
419	2	B	Human LCLs'!B419	Human LCLs'!B420	Human LCLs'!B421	14	37	111611		
419	3	C	Human LCLs'!C419	Human LCLs'!C420	Human LCLs'!C421	14	38	111611		
419	4	D	Human LCLs'!D419	Human LCLs'!D420	Human LCLs'!D421	14	39	111611		
419	5	E	Human LCLs'!E419	Human LCLs'!E420	Human LCLs'!E421	14	40	111611		
419	6	F	Human LCLs'!F419	Human LCLs'!F420	Human LCLs'!F421	14	41	111611		
419	7	G	Human LCLs'!G419	Human LCLs'!G420	Human LCLs'!G421	14	42	111611		
419	8	H	Human LCLs'!H419	Human LCLs'!H420	Human LCLs'!H421	14	43			
419	9	I	Human LCLs'!I419	Human LCLs'!I420	Human LCLs'!I421	14	44	19120		
419	10	J	Human LCLs'!J419	Human LCLs'!J420	Human LCLs'!J421	14	45	19120		
422	2	B	Human LCLs'!B422	Human LCLs'!B423	Human LCLs'!B424	14	46	111301		
422	3	C	Human LCLs'!C422	Human LCLs'!C423	Human LCLs'!C424	14	47	111301		
422	4	D	Human LCLs'!D422	Human LCLs'!D423	Human LCLs'!D424	14	48	111301		
422	5	E	Human LCLs'!E422	Human LCLs'!E423	Human LCLs'!E424	14	49	111301		
422	6	F	Human LCLs'!F422	Human LCLs'!F423	Human LCLs'!F424	14	50	111301		
422	7	G	Human LCLs'!G422	Human LCLs'!G423	Human LCLs'!G424	14	51	111301		
422	8	H	Human LCLs'!H422	Human LCLs'!H423	Human LCLs'!H424	14	52	111301		
422	9	I	Human LCLs'!I422	Human LCLs'!I423	Human LCLs'!I424	14	53	111301		
422	10	J	Human LCLs'!J422	Human LCLs'!J423	Human LCLs'!J424	14	54	111301		
425	2	B	Human LCLs'!B425	Human LCLs'!B426	Human LCLs'!B427	14	55	111801		
425	3	C	Human LCLs'!C425	Human LCLs'!C426	Human LCLs'!C427	14	56	111801		
425	4	D	Human LCLs'!D425	Human LCLs'!D426	Human LCLs'!D427	14	57	111801		
425	5	E	Human LCLs'!E425	Human LCLs'!E426	Human LCLs'!E427	14	58	111801		
425	6	F	Human LCLs'!F425	Human LCLs'!F426	Human LCLs'!F427	14	59			
425	7	G	Human LCLs'!G425	Human LCLs'!G426	Human LCLs'!G427	14	60	111301		
425	8	H	Human LCLs'!H425	Human LCLs'!H426	Human LCLs'!H427	14	61	111301		
425	9	I	Human LCLs'!I425	Human LCLs'!I426	Human LCLs'!I427	14	62	11171		
425	10	J	Human LCLs'!J425	Human LCLs'!J426	Human LCLs'!J427	14	63	19120		
428	2	B	Human LCLs'!B428	Human LCLs'!B429	Human LCLs'!B430	14	64	111781		
428	3	C	Human LCLs'!C428	Human LCLs'!C429	Human LCLs'!C430	14	65	111781		
428	4	D	Human LCLs'!D428	Human LCLs'!D429	Human LCLs'!D430	14	66	111781		
428	5	E	Human LCLs'!E428	Human LCLs'!E429	Human LCLs'!E430	14	67	111781		
428	6	F	Human LCLs'!F428	Human LCLs'!F429	Human LCLs'!F430	14	68	11171		
428	7	G	Human LCLs'!G428	Human LCLs'!G429	Human LCLs'!G430	14	69	11171		
428	8	H	Human LCLs'!H428	Human LCLs'!H429	Human LCLs'!H430	14	70	11171		
428	9	I	Human LCLs'!I428	Human LCLs'!I429	Human LCLs'!I430	14	71	11171		
428	10	J	Human LCLs'!J428	Human LCLs'!J429	Human LCLs'!J430	14	72	19120		
431	2	B	Human LCLs'!B431	Human LCLs'!B432	Human LCLs'!B433	14	73	160881		
431	3	C	Human LCLs'!C431	Human LCLs'!C432	Human LCLs'!C433	14	74	160881		
431	4	D	Human LCLs'!D431	Human LCLs'!D432	Human LCLs'!D433	14	75	160881		
431	5	E	Human LCLs'!E431	Human LCLs'!E432	Human LCLs'!E433	14	76	160881		
431	6	F	Human LCLs'!F431	Human LCLs'!F432	Human LCLs'!F433	14	77	19120		
431	7	G	Human LCLs'!G431	Human LCLs'!G432	Human LCLs'!G433	14	78	19120		
431	8	H	Human LCLs'!H431	Human LCLs'!H432	Human LCLs'!H433	14	79	19120		
431	9	I	Human LCLs'!I431	Human LCLs'!I432	Human LCLs'!I433	14	80	19120		
431	10	J	Human LCLs'!J431	Human LCLs'!J432	Human LCLs'!J433	14	81	19120		
438	2	B	Human LCLs'!B438	Human LCLs'!B439	Human LCLs'!B440	15	1			
438	3	C	Human LCLs'!C438	Human LCLs'!C439	Human LCLs'!C440	15	2	19239		
438	4	D	Human LCLs'!D438	Human LCLs'!D439	Human LCLs'!D440	15	3	19239		
438	5	E	Human LCLs'!E438	Human LCLs'!E439	Human LCLs'!E440	15	4	19239		
438	6	F	Human LCLs'!F438	Human LCLs'!F439	Human LCLs'!F440	15	5	19239		
438	7	G	Human LCLs'!G438	Human LCLs'!G439	Human LCLs'!G440	15	6	19130		
438	8	H	Human LCLs'!H438	Human LCLs'!H439	Human LCLs'!H440	15	7	19130		
438	9	I	Human LCLs'!I438	Human LCLs'!I439	Human LCLs'!I440	15	8	19130		
438	10	J	Human LCLs'!J438	Human LCLs'!J439	Human LCLs'!J440	15	9	19130		
441	2	B	Human LCLs'!B441	Human LCLs'!B442	Human LCLs'!B443	15	10	19130		
441	3	C	Human LCLs'!C441	Human LCLs'!C442	Human LCLs'!C443	15	11	19153		
441	4	D	Human LCLs'!D441	Human LCLs'!D442	Human LCLs'!D443	15	12	19153		
441	5	E	Human LCLs'!E441	Human LCLs'!E442	Human LCLs'!E443	15	13	19153		
441	6	F	Human LCLs'!F441	Human LCLs'!F442	Human LCLs'!F443	15	14	19153		
441	7	G	Human LCLs'!G441	Human LCLs'!G442	Human LCLs'!G443	15	15	19153		
441	8	H	Human LCLs'!H441	Human LCLs'!H442	Human LCLs'!H443	15	16	19153		
441	9	I	Human LCLs'!I441	Human LCLs'!I442	Human LCLs'!I443	15	17	19153		
441	10	J	Human LCLs'!J441	Human LCLs'!J442	Human LCLs'!J443	15	18	19153		
444	2	B	Human LCLs'!B444	Human LCLs'!B445	Human LCLs'!B446	15	19	19201		
444	3	C	Human LCLs'!C444	Human LCLs'!C445	Human LCLs'!C446	15	20	19201		
444	4	D	Human LCLs'!D444	Human LCLs'!D445	Human LCLs'!D446	15	21	19201		
444	5	E	Human LCLs'!E444	Human LCLs'!E445	Human LCLs'!E446	15	22	19201		
444	6	F	Human LCLs'!F444	Human LCLs'!F445	Human LCLs'!F446	15	23	19201		
444	7	G	Human LCLs'!G444	Human LCLs'!G445	Human LCLs'!G446	15	24	18853		
444	8	H	Human LCLs'!H444	Human LCLs'!H445	Human LCLs'!H446	15	25	18853		
444	9	I	Human LCLs'!I444	Human LCLs'!I445	Human LCLs'!I446	15	26	18853		
444	10	J	Human LCLs'!J444	Human LCLs'!J445	Human LCLs'!J446	15	27	18853		
447	2	B	Human LCLs'!B447	Human LCLs'!B448	Human LCLs'!B449	15	28	18853		
447	3	C	Human LCLs'!C447	Human LCLs'!C448	Human LCLs'!C449	15	29	18502		
447	4	D	Human LCLs'!D447	Human LCLs'!D448	Human LCLs'!D449	15	30	18502		
