IndID	Assay	Phenotype	study_accession	R1_ftp	R2_ftp	R1_aspera	R2_aspera	R1_local	R2_local	notes	IsIn1KG.Phase3	Include	RepNumber	PairedEnd
NA19102	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937161/SRR2937161.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937161/SRR2937161.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19102	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937162/SRR2937162.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937162/SRR2937162.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19102	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937163/SRR2937163.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937163/SRR2937163.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19102	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937164/SRR2937164.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937164/SRR2937164.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19102	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937165/SRR2937165.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937165/SRR2937165.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19102	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937166/SRR2937166.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937166/SRR2937166.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937167/SRR2937167.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937167/SRR2937167.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937168/SRR2937168.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937168/SRR2937168.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937169/SRR2937169.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937169/SRR2937169.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937170/SRR2937170.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937170/SRR2937170.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937171/SRR2937171.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937171/SRR2937171.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937172/SRR2937172.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937172/SRR2937172.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937173/SRR2937173.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937173/SRR2937173.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19108	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937174/SRR2937174.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937174/SRR2937174.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937175/SRR2937175.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937175/SRR2937175.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937176/SRR2937176.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937176/SRR2937176.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937177/SRR2937177.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937177/SRR2937177.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937178/SRR2937178.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937178/SRR2937178.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937179/SRR2937179.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937179/SRR2937179.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937180/SRR2937180.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937180/SRR2937180.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937181/SRR2937181.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937181/SRR2937181.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937182/SRR2937182.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937182/SRR2937182.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937183/SRR2937183.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937183/SRR2937183.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937184/SRR2937184.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937184/SRR2937184.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937185/SRR2937185.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937185/SRR2937185.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19116	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937186/SRR2937186.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937186/SRR2937186.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19119	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937187/SRR2937187.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937187/SRR2937187.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19119	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937188/SRR2937188.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937188/SRR2937188.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19119	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937189/SRR2937189.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937189/SRR2937189.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19119	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937190/SRR2937190.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937190/SRR2937190.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19119	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937191/SRR2937191.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937191/SRR2937191.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19119	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937192/SRR2937192.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937192/SRR2937192.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19127	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937193/SRR2937193.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937193/SRR2937193.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19127	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937194/SRR2937194.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937194/SRR2937194.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19128	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937195/SRR2937195.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937195/SRR2937195.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19128	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937196/SRR2937196.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937196/SRR2937196.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19128	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937197/SRR2937197.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937197/SRR2937197.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19128	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937198/SRR2937198.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937198/SRR2937198.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19128	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937199/SRR2937199.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937199/SRR2937199.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19128	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937200/SRR2937200.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937200/SRR2937200.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19130	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937201/SRR2937201.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937201/SRR2937201.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19130	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937202/SRR2937202.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937202/SRR2937202.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19131	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937203/SRR2937203.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937203/SRR2937203.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19131	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937204/SRR2937204.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937204/SRR2937204.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19131	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937205/SRR2937205.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937205/SRR2937205.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19131	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937206/SRR2937206.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937206/SRR2937206.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19131	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937207/SRR2937207.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937207/SRR2937207.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19131	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937208/SRR2937208.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937208/SRR2937208.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937209/SRR2937209.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937209/SRR2937209.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937210/SRR2937210.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937210/SRR2937210.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937211/SRR2937211.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937211/SRR2937211.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937212/SRR2937212.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937212/SRR2937212.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937213/SRR2937213.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937213/SRR2937213.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937214/SRR2937214.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937214/SRR2937214.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937215/SRR2937215.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937215/SRR2937215.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937216/SRR2937216.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937216/SRR2937216.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937217/SRR2937217.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937217/SRR2937217.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937218/SRR2937218.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937218/SRR2937218.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937219/SRR2937219.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937219/SRR2937219.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19137	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937220/SRR2937220.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937220/SRR2937220.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19138	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937221/SRR2937221.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937221/SRR2937221.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19138	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937222/SRR2937222.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937222/SRR2937222.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19138	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937223/SRR2937223.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937223/SRR2937223.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19138	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937224/SRR2937224.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937224/SRR2937224.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19140	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937225/SRR2937225.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937225/SRR2937225.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19140	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937226/SRR2937226.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937226/SRR2937226.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19140	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937227/SRR2937227.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937227/SRR2937227.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19140	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937228/SRR2937228.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937228/SRR2937228.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19140	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937229/SRR2937229.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937229/SRR2937229.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19140	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937230/SRR2937230.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937230/SRR2937230.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19141	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937231/SRR2937231.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937231/SRR2937231.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19141	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937232/SRR2937232.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937232/SRR2937232.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19141	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937233/SRR2937233.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937233/SRR2937233.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19141	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937234/SRR2937234.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937234/SRR2937234.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19141	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937235/SRR2937235.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937235/SRR2937235.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19141	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937236/SRR2937236.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937236/SRR2937236.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19143	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937237/SRR2937237.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937237/SRR2937237.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19143	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937238/SRR2937238.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937238/SRR2937238.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19143	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937239/SRR2937239.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937239/SRR2937239.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19143	RNA-seq	MetabolicLabelled.30min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937240/SRR2937240.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937240/SRR2937240.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
NA19143	RNA-seq	MetabolicLabelled.60min	PRJNA302818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937241/SRR2937241.fastq.gz	NA	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937241/SRR2937241.fastq.gz	NA	NA	NA	NA	NA	TRUE	1	FALSE
